adjudication_id	matching_mode	accession	start	end	strand	reference_start	reference_end	curated_reference_product	prediction_A	prediction_B	reviewer_category_A	reviewer_category_B	reviewer_notes
ef4efa33580ffe4e	relaxed	NC_000929.1	5801	6325	+	5801	6325	host nuclease inhibitor	host nuclease inhibitor	putative dna ends protecting protein gam			
124a3a7b733faa52	relaxed	NC_000929.1	8233	8784	+	8233	8784	regulatory protein GemA	hypothetical protein	gema protein			
3ec63895c00ab344	relaxed	NC_000929.1	8781	9170	+	8781	9170	late transcriptional activator	middle operon regulator	late transcriptional activator			
47c1e2d78b75c6e1	relaxed	NC_000929.1	9963	10385	+	9963	10385	late transcriptional activator	late transcription activator c	late transcriptional activator			
3ba5746df56c281c	relaxed	NC_000929.1	10477	10995	+	10480	10995	endolysin	endolysin	sar-endolysin			
859ed84bfe2f490d	relaxed	NC_000929.1	11718	12017	+	11718	12017	DUF2730 family protein	hypothetical protein	releasin protein			
0c354c13fbf73a94	relaxed	NC_000929.1	12316	12891	+	12316	12891	terminase small subunit	probable terminase, small subunit gp27	terminase small subunit			
878daed9d44ff9b7	relaxed	NC_000929.1	12707	14554	+	12899	14554	putative portal protein	hypothetical protein	probable terminase, large subunit gp28			
07396d076c76309e	relaxed	NC_000929.1	16073	17392	+	16073	17392	minor head protein and DNA pilot	minor head protein and DNA pilot	putative capsid assembly protein f			
9d7d45ce489190ed	relaxed	NC_000929.1	17401	17859	+	17389	17859	tail completion or Neck1 protein	tail completion or Neck1 protein	putative capsid assembly protein g			
bb9586e8de86f0d6	relaxed	NC_000929.1	18056	19141	+	18056	19141	head maturation protease	head maturation protease	protease i			
e2b3ada06b7ac8a7	relaxed	NC_000929.1	20529	20954	+	20529	20954	head-tail adaptor	gene product j	head-tail adaptor			
69c7e7570eed7013	relaxed	NC_000929.1	20954	21502	+	20954	21502	portal protein	probable tail terminator protein	portal protein			
3fd4c973315b669e	relaxed	NC_000929.1	21486	21692	+	21489	21692	DUF2635 domain-containing protein	putative sheath terminator protein	hypothetical protein			
b5c0dddab96cba66	relaxed	NC_000929.1	21689	23176	+	21689	23176	tail sheath	tail sheath	tail sheath protein			
147cdb05f95c4e63	relaxed	NC_000929.1	23552	23986	+	23552	23986	tail assembly chaperone	probable tail assembly protein gp41	tail assembly chaperone			
1d9307270e59b7e6	relaxed	NC_000929.1	24131	26203	+	24131	26203	tail length tape measure protein	probable tape measure protein	tail length tape measure protein			
b44de53b382ee891	relaxed	NC_000929.1	26208	27695	+	26208	27695	DNA circularization N-terminal domain-containing protein	dna circularization protein n	hypothetical protein			
23f24e970b9d6353	relaxed	NC_000929.1	27688	28827	+	27688	28827	baseplate hub	baseplate hub protein gp44	baseplate hub			
3d3562cd6189986c	relaxed	NC_000929.1	28863	29408	+	28815	29408	baseplate assembly protein V	baseplate puncturing device gp45	baseplate spike			
80d6dd0999f25799	relaxed	NC_000929.1	29405	29842	+	29405	29842	baseplate wedge subunit	baseplate protein gp46	baseplate wedge subunit			
1221f59570ddb22e	relaxed	NC_000929.1	29843	30925	+	29843	30925	baseplate protein	baseplate protein	baseplate protein gp47			
be44462d2b72c4a3	relaxed	NC_000929.1	30916	31458	+	30916	31458	baseplate wedge subunit	baseplate wedge subunit	baseplate protein gp48			
de4714a8f8b7b574	relaxed	NC_000929.1	31458	32972	+	31458	32972	tail fiber protein	tail fiber protein s	tail fiber protein			
974ccf92bf9f3606	relaxed	NC_000929.1	32975	33502	+	32975	33502	tail fiber assembly protein	tail fiber assembly protein u	tail fiber assembly protein			
ee92068ec493d606	relaxed	NC_000929.1	33531	34064	-	33531	34064	tail fiber assembly protein	tail fiber assembly protein u'	tail fiber assembly protein			
5cc90bf64b56e70c	relaxed	NC_000929.1	34067	35263	-	34067	35053	tail fiber protein	tail fiber protein	tail fiber protein s'			
fae87b56aa791ed5	relaxed	NC_000929.1	35768	35956	+	35768	35956	gpCom control of modification	translational activator com	gpCom control of modification			
95a966ef4ce67c57	relaxed	NC_000929.1	35877	36602	+	35877	36602	Mom-like DNA modification protein	Mom-like DNA modification protein	methylcarbamoylase mom			
